date, pm25, pm10, o3, no2, so2, co
2017/1/10, , 16, 22, 18, , 
2017/1/11, , 19, 18, 17, , 
2017/1/12, , 25, , , , 
2017/1/16, , 33, 10, 23, , 
2017/1/17, , 37, 8, 24, , 
2017/1/18, , 30, 7, 28, , 
2017/1/19, , 37, 7, 29, , 
2017/1/20, , 41, 3, 34, , 
2017/1/21, , 64, 4, 32, , 
2017/1/22, , 64, 2, 30, , 
2017/1/23, , 64, 10, 28, , 
2017/1/24, , 46, 9, 19, , 
2017/1/25, , 34, 6, 24, , 
2017/1/26, , 55, 10, 31, , 
2017/1/27, , 34, 14, 23, , 
2017/1/28, , 14, 18, 19, , 
2017/1/29, , 13, 14, 19, , 
2017/1/30, , 11, 5, 24, , 
2017/1/31, , 20, 9, 18, , 
2017/2/1, , 18, 25, 19, , 
2017/2/2, , 15, 22, 12, , 
2017/2/3, , 12, 20, 20, , 
2017/2/4, , 10, 23, 16, , 
2017/2/5, , 10, 17, 18, , 
2017/2/6, , 16, 13, 27, , 
2017/2/7, , 19, 8, 23, , 
2017/2/8, , 27, 4, 21, , 
2017/2/9, , 40, 5, 23, , 
2017/2/10, , 43, 3, 21, , 
2017/2/11, , 58, 8, 21, , 
2017/2/12, , 42, 12, 16, , 
2017/2/13, , 35, 5, 25, , 
2017/2/14, , 36, 18, 27, , 
2017/2/15, , 25, 3, 36, , 
2017/2/16, , 40, 4, 32, , 
2017/2/17, , 42, 15, 30, , 
2017/2/18, , 40, 25, 22, , 
2017/2/19, , 34, 18, 15, , 
2017/2/20, , 16, 17, 12, , 
2017/2/21, , 8, 23, 11, , 
2017/2/22, , 12, 26, 10, , 
2017/2/23, , 13, 21, 23, , 
2017/2/24, , 17, 28, 21, , 
2017/2/25, , 18, 32, 10, , 
2017/2/26, , 13, 35, 8, , 
2017/2/27, , 8, 29, 11, , 
2017/2/28, , 8, 29, 14, , 
2017/3/1, , 10, 28, 15, , 
2017/3/2, , 22, 19, 24, , 
2017/3/3, , 19, 25, 17, , 
2017/3/4, , 9, 32, 9, , 
2017/3/5, , 9, 27, 17, , 
2017/3/6, , 16, 22, 20, , 
2017/3/7, , 15, 18, 15, , 
2017/3/8, , 9, 16, 17, , 
2017/3/9, , 11, 13, 24, , 
2017/3/10, , 28, 16, 31, , 
2017/3/11, , 32, 17, 23, , 
2017/3/12, , 36, 18, 19, , 
2017/3/13, , 36, 21, 19, , 
2017/3/14, , 25, 17, 26, , 
2017/3/15, , 28, 27, 31, , 
2017/3/16, , 41, 28, 14, , 
2017/3/17, , 21, 26, 8, , 
2017/3/18, , 10, 27, 8, , 
2017/3/19, , 13, 27, 10, , 
2017/3/20, , 10, 26, 16, , 
2017/3/21, , 12, 29, 15, , 
2017/3/22, , 13, 17, 18, , 
2017/3/23, , 14, 11, 21, , 
2017/3/24, , 27, 32, 15, , 
2017/3/25, , 27, 29, 18, , 
2017/3/26, , 23, 31, 29, , 
2017/3/27, , 36, 32, 20, , 
2017/3/28, , 24, 30, 26, , 
2017/3/29, , 20, 32, 27, , 
2017/3/30, , 21, 33, 16, , 
2017/3/31, , 19, 34, 10, , 
2016/10/1, , 10, 22, 10, , 
2016/10/2, , 8, 18, 24, , 
2016/10/3, , 20, 22, 20, , 
2016/10/4, , 21, 18, 14, , 
2016/10/5, , 18, 16, 14, , 
2016/10/6, , 15, 7, 16, , 
2016/10/7, , 21, 10, 17, , 
2016/10/8, , 26, 18, 21, , 
2016/10/9, , 24, 9, 31, , 
2016/10/10, , 31, 10, 23, , 
2016/10/11, , 26, 8, 22, , 
2016/10/12, , 42, 5, 15, , 
2016/10/13, , 25, 3, 17, , 
2016/10/14, , 22, 19, 17, , 
2016/10/15, , 22, 22, 20, , 
2016/10/16, , 15, 21, 18, , 
2016/10/17, , 11, 20, 21, , 
2016/10/18, , 15, 17, 18, , 
2016/10/19, , 16, 13, 20, , 
2016/10/20, , 16, 11, 21, , 
2016/10/21, , 15, 11, 25, , 
2016/10/22, , 23, 13, 17, , 
2016/10/23, , 20, 2, 23, , 
2016/10/24, , 31, 3, 23, , 
2016/10/25, , 37, 3, 21, , 
2016/10/26, , 33, 2, 28, , 
2016/10/27, , 40, 14, 26, , 
2016/10/28, , 30, 14, 18, , 
2016/10/29, , 19, 11, 21, , 
2016/10/30, , 27, 7, 23, , 
2016/10/31, , 23, 5, 23, , 
2016/11/1, , 27, 15, 22, , 
2016/11/2, , 25, 8, 28, , 
2016/11/3, , 23, 3, 27, , 
2016/11/4, , 28, 16, 19, , 
2016/11/5, , 21, 17, 16, , 
2016/11/6, , 18, 13, 15, , 
2016/11/7, , 9, , , , 
2016/11/9, , 9, 18, 18, , 
2016/11/10, , 8, 14, 18, , 
2016/11/11, , 13, 4, 23, , 
2016/11/12, , 30, 5, 19, , 
2016/11/13, , 16, 6, 21, , 
2016/11/14, , 25, 2, 21, , 
2016/11/15, , 21, 10, 16, , 
2016/11/16, , 10, 20, 12, , 
2016/11/17, , 9, 28, 11, , 
2016/11/18, , 9, 23, 14, , 
2016/11/19, , 9, 24, 12, , 
2016/11/20, , 10, 18, 19, , 
2016/11/21, , 11, 21, 17, , 
2016/11/22, , 17, 2, 25, , 
2016/11/23, , 22, 1, 23, , 
2016/11/24, , 27, 1, 20, , 
2016/11/25, , 31, 1, 18, , 
2016/11/26, , 31, 6, 20, , 
2016/11/27, , 35, 17, 18, , 
2016/11/28, , 17, 11, 22, , 
2016/11/29, , 17, 2, 38, , 
2016/11/30, , 44, 4, 56, , 
2016/12/1, , 77, 1, 35, , 
2016/12/2, , 64, 10, 22, , 
2016/12/3, , 32, 5, 22, , 
2016/12/4, , 24, 2, 29, , 
2016/12/5, , 49, 1, 32, , 
2016/12/6, , 59, 1, 30, , 
2016/12/7, , 57, 2, 32, , 
2016/12/8, , 49, 2, 31, , 
2016/12/9, , 42, 1, 28, , 
2016/12/10, , 39, 14, 20, , 
2016/12/11, , 20, 12, 22, , 
2016/12/12, , 17, 3, 23, , 
2016/12/13, , 24, 2, 26, , 
2016/12/14, , 33, 1, 25, , 
2016/12/15, , 42, 3, 25, , 
2016/12/16, , 33, 2, 24, , 
2016/12/17, , 37, 4, 18, , 
2016/12/18, , 20, 6, 18, , 
2016/12/19, , 19, 7, 18, , 
2016/12/20, , 24, 9, 19, , 
2016/12/21, , 23, 6, 20, , 
2016/12/22, , 14, 8, 25, , 
2016/12/23, , 24, 18, 15, , 
2016/12/24, , 16, 20, 12, , 
2016/12/25, , 20, 17, 17, , 
2016/12/26, , 9, 7, 32, , 
2016/12/27, , 29, 3, 30, , 
2016/12/28, , 37, 5, 24, , 
2016/12/29, , 38, 2, 32, , 
2016/12/30, , 49, 2, 23, , 
2016/12/31, , 39, 5, 17, , 
2017/1/1, , 24, 3, 22, , 
2016/7/1, , 10, 24, 6, , 
2016/7/2, , 10, 20, 7, , 
2016/7/3, , 10, 21, 9, , 
2016/7/4, , 13, 21, 10, , 
2016/7/5, , 12, 37, 13, , 
2016/7/6, , 17, 53, 17, , 
2016/7/7, , 20, 45, 18, , 
2016/7/8, , 26, 31, 7, , 
2016/7/9, , 12, 35, 11, , 
2016/7/10, , 16, 23, 5, , 
2016/7/11, , 13, 24, 9, , 
2016/7/12, , 16, 21, 10, , 
2016/7/13, , 13, 25, 9, , 
2016/7/14, , 12, 35, 10, , 
2016/7/15, , 14, , , , 
2016/7/17, , 15, 28, 15, , 
2016/7/18, , 18, 41, 16, , 
2016/7/19, , 21, 42, 18, , 
2016/7/20, , 28, 34, 12, , 
2016/7/21, , 24, 32, 13, , 
2016/7/22, , 20, 34, 10, , 
2016/7/23, , 17, 34, 8, , 
2016/7/24, , 12, 22, 13, , 
2016/7/25, , 18, 26, 9, , 
2016/7/26, , 17, 26, 10, , 
2016/7/27, , 16, 25, 7, , 
2016/7/28, , 10, 23, 7, , 
2016/7/29, , 9, 24, 9, , 
2016/7/30, , 10, 31, 9, , 
2016/7/31, , 11, 31, 10, , 
2016/8/1, , 14, 22, 9, , 
2016/8/2, , 12, 20, 7, , 
2016/8/3, , 14, 18, 7, , 
2016/8/4, , 12, 29, 8, , 
2016/8/5, , 16, 25, 9, , 
2016/8/6, , 14, 26, 11, , 
2016/8/7, , 13, 26, 7, , 
2016/8/8, , 17, 27, 9, , 
2016/8/9, , 19, 23, 10, , 
2016/8/10, , 22, 27, 10, , 
2016/8/11, , 16, 24, 8, , 
2016/8/12, , 21, 37, 14, , 
2016/8/13, , 20, 31, 9, , 
2016/8/14, , 13, 40, 9, , 
2016/8/15, , 18, 50, 13, , 
2016/8/16, , 26, 51, 14, , 
2016/8/17, , 28, 29, 21, , 
2016/8/18, , 21, 28, 10, , 
2016/8/19, , 18, 30, 5, , 
2016/8/20, , 14, 26, 4, , 
2016/8/21, , 13, 36, 8, , 
2016/8/22, , 15, 34, 17, , 
2016/8/23, , 17, 52, 15, , 
2016/8/24, , 18, 71, 22, , 
2016/8/25, , 24, 79, 30, , 
2016/8/26, , 35, 56, 14, , 
2016/8/27, , 36, 31, 16, , 
2016/8/28, , 21, 22, 9, , 
2016/8/29, , 14, 36, 14, , 
2016/8/30, , 21, 44, 23, , 
2016/8/31, , 25, 26, 12, , 
2016/9/1, , 17, 43, 18, , 
2016/9/2, , 25, 30, 14, , 
2016/9/3, , 17, 19, 11, , 
2016/9/4, , 13, 18, 16, , 
2016/9/5, , 14, 7, 15, , 
2016/9/6, , 13, 37, 20, , 
2016/9/8, , 25, 33, 21, , 
2016/9/9, , 23, 33, 22, , 
2016/9/10, , 22, 19, 11, , 
2016/9/11, , 13, 40, 21, , 
2016/9/12, , 17, 35, 25, , 
2016/9/13, , 1, 38, 15, , 
2016/9/14, , 1, 28, 15, , 
2016/9/16, , 6, 12, 10, , 
2016/9/17, , 11, 25, 13, , 
2016/9/18, , 14, 22, 17, , 
2016/9/19, , 21, 21, 20, , 
2016/9/20, , 21, 21, 29, , 
2016/9/21, , 31, 29, 32, , 
2016/9/22, , 33, 24, 26, , 
2016/9/23, , 22, 36, 28, , 
2016/9/24, , 24, 23, 16, , 
2016/9/25, , 15, 18, 24, , 
2016/9/26, , 24, 25, 20, , 
2016/9/27, , 20, 20, 14, , 
2016/9/28, , 13, 15, 11, , 
2016/9/29, , 9, 21, 15, , 
2016/9/30, , 15, 22, 15, , 
2016/4/1, , 23, 11, 23, , 
2016/4/2, , 12, 22, 17, , 
2016/4/3, , 11, 26, 12, , 
2016/4/4, , 6, 23, 20, , 
2016/4/5, , 8, 25, 13, , 
2016/4/6, , 9, 25, 11, , 
2016/4/7, , 11, 20, 15, , 
2016/4/8, , 16, 25, 21, , 
2016/4/9, , 16, 26, 16, , 
2016/4/10, , 12, 22, 19, , 
2016/4/11, , 13, 22, 21, , 
2016/4/12, , 12, 22, 21, , 
2016/4/13, , 12, 25, 22, , 
2016/4/14, , 15, 27, 11, , 
2016/4/15, , 11, 28, 10, , 
2016/4/16, , 11, 25, 12, , 
2016/4/17, , 11, 29, 19, , 
2016/4/18, , 15, 29, 23, , 
2016/4/19, , 20, 29, 17, , 
2016/4/20, , 28, 26, 22, , 
2016/4/21, , 25, 16, 29, , 
2016/4/22, , 42, 26, 17, , 
2016/4/23, , 26, 27, 15, , 
2016/4/24, , 11, 28, 14, , 
2016/4/25, , 15, 30, 16, , 
2016/4/26, , 10, 31, 14, , 
2016/4/27, , 10, 32, 18, , 
2016/4/28, , 12, 30, 13, , 
2016/4/29, , 11, 28, 17, , 
2016/4/30, , 10, 38, 16, , 
2016/5/1, , 15, 32, 20, , 
2016/5/2, , 14, 33, 13, , 
2016/5/3, , 15, 38, 18, , 
2016/5/4, , 18, 43, 13, , 
2016/5/5, , 17, 44, 18, , 
2016/5/6, , 17, 43, 21, , 
2016/5/7, , 17, 47, 39, , 
2016/5/8, , 18, 42, 11, , 
2016/5/9, , 13, 27, 13, , 
2016/5/10, , 13, 20, 21, , 
2016/5/11, , 20, 29, 23, , 
2016/5/12, , 18, 28, 19, , 
2016/5/13, , 47, , 12, , 
2016/5/14, , 23, , 14, , 
2016/5/15, , 18, , 13, , 
2016/5/16, , 20, , 15, , 
2016/5/17, , 20, 38, 11, , 
2016/5/18, , 16, 31, 13, , 
2016/5/19, , 12, 24, 15, , 
2016/5/20, , 12, 27, 11, , 
2016/5/21, , 11, 25, 15, , 
2016/5/22, , 13, 21, 13, , 
2016/5/23, , 10, 22, 15, , 
2016/5/24, , 16, 27, 14, , 
2016/5/25, , 22, 23, 21, , 
2016/5/26, , 26, 39, 20, , 
2016/5/27, , 27, 30, 22, , 
2016/5/28, , 19, 20, 15, , 
2016/5/29, , 37, 24, 18, , 
2016/5/30, , 21, 21, 18, , 
2016/5/31, , 8, 12, 19, , 
2016/6/1, , 19, 17, 17, , 
2016/6/2, , 17, 19, 17, , 
2016/6/3, , 13, 17, 14, , 
2016/6/4, , 19, 22, 14, , 
2016/6/5, , 29, 19, 25, , 
2016/6/6, , 38, 46, 24, , 
2016/6/7, , 34, 39, 14, , 
2016/6/8, , 35, 33, 15, , 
2016/6/9, , 27, 43, 22, , 
2016/6/10, , 30, 37, 14, , 
2016/6/11, , 18, 30, 9, , 
2016/6/12, , 18, 22, 9, , 
2016/6/13, , 12, 21, 8, , 
2016/6/14, , 10, 21, 8, , 
2016/6/15, , 9, 17, 16, , 
2016/6/16, , 11, 26, 13, , 
2016/6/17, , 12, 27, 11, , 
2016/6/18, , 13, 34, 9, , 
2016/6/19, , 18, 21, 11, , 
2016/6/20, , 10, 11, 9, , 
2016/6/21, , 9, 18, 15, , 
2016/6/22, , 15, 41, 19, 1, 
2016/6/23, , 20, 29, 11, , 
2016/6/24, , 18, 26, 8, , 
2016/6/25, , 12, 29, 6, , 
2016/6/26, , 12, 23, 9, , 
2016/6/27, , 10, 24, 11, , 
2016/6/28, , 14, 26, 6, , 
2016/6/29, , 13, 23, 8, , 
2016/6/30, , 13, 17, 7, , 
2016/1/4, , 15, 20, 12, , 
2016/1/5, , 11, 16, 14, , 
2016/1/6, , 10, 22, 14, , 
2016/1/7, , 12, 16, 24, , 
2016/1/8, , 19, 18, 19, , 
2016/1/9, , 16, 24, 12, , 
2016/1/10, , 7, 19, 15, , 
2016/1/11, , 8, 20, 12, , 
2016/1/12, , 8, 22, 15, , 
2016/1/13, , 14, 17, 19, , 
2016/1/14, , 14, 19, 20, , 
2016/1/15, , 12, 9, 27, , 
2016/1/16, , 22, 9, 26, , 
2016/1/17, , 31, 14, 20, , 
2016/1/18, , 20, 2, 27, , 
2016/1/19, , 38, 2, 30, , 
2016/1/20, , 51, 3, 29, , 
2016/1/21, , 44, 2, 26, , 
2016/1/22, , 31, 13, 21, , 
2016/1/23, , 22, 4, 22, , 
2016/1/24, , 22, 5, 23, , 
2016/1/25, , 24, 18, 18, , 
2016/1/26, , 21, 22, 11, , 
2016/1/27, , 12, 18, 23, , 
2016/1/28, , 16, 16, 20, , 
2016/1/29, , 16, 22, 11, , 
2016/1/30, , 8, 19, 12, , 
2016/1/31, , 6, 24, 12, , 
2016/2/1, , 11, 22, 13, , 
2016/2/2, , 9, 22, 16, , 
2016/2/3, , 13, 15, 18, , 
2016/2/4, , 15, 17, 17, , 
2016/2/5, , 10, 20, 16, , 
2016/2/6, , 15, 26, 8, , 
2016/2/7, , 10, 27, 8, , 
2016/2/8, , 11, 24, 12, , 
2016/2/9, , 11, 25, 12, , 
2016/2/10, , 8, 22, 18, , 
2016/2/11, , 12, 16, 19, , 
2016/2/12, , 12, 17, 22, , 
2016/2/13, , 14, 16, 16, , 
2016/2/14, , 12, 19, 19, , 
2016/2/15, , 13, 13, 23, , 
2016/2/16, , 17, 9, 35, , 
2016/2/17, , 39, 9, 26, , 
2016/2/18, , 26, 19, 23, , 
2016/2/19, , 15, 21, 12, , 
2016/2/20, , 7, 20, 9, , 
2016/2/21, , 4, 23, 11, , 
2016/2/22, , 10, 20, 20, , 
2016/2/23, , 9, 14, 29, , 
2016/2/24, , 25, 13, 27, , 
2016/2/25, , 28, 19, 32, , 
2016/2/26, , 36, 16, 19, , 
2016/2/27, , 30, 21, 16, , 
2016/2/28, , 31, 20, 21, , 
2016/2/29, , 23, 12, 23, , 
2016/3/1, , 23, 21, 14, , 
2016/3/2, , 11, 19, 16, , 
2016/3/3, , 12, 21, 23, , 
2016/3/4, , 11, 21, 22, , 
2016/3/5, , 12, 25, 16, , 
2016/3/6, , 15, 20, 20, , 
2016/3/7, , 12, 22, 25, , 
2016/3/8, , 15, 20, 26, , 
2016/3/9, , 14, 13, 24, , 
2016/3/10, , 19, 21, 25, , 
2016/3/11, , 44, 26, 27, , 
2016/3/12, , 49, 25, 19, , 
2016/3/13, , 38, 18, 20, , 
2016/3/14, , 29, 16, 28, , 
2016/3/15, , 36, 15, 18, , 
2016/3/16, , 33, 16, 22, , 
2016/3/17, , 33, 11, 26, , 
2016/3/18, , 55, 16, 18, , 
2016/3/19, , 27, 19, 15, , 
2016/3/20, , 25, 19, 22, , 
2016/3/21, , 20, 21, 24, , 
2016/3/22, , 28, 14, 23, , 
2016/3/23, , 26, 21, 22, , 
2016/3/24, , 31, 17, 20, , 
2016/3/25, , 20, 20, 19, , 
2016/3/26, , 14, 26, 8, , 
2016/3/27, , 7, 25, 7, , 
2016/3/28, , 7, 23, 12, , 
2016/3/29, , 11, 18, 20, , 
2016/3/30, , 10, 17, 22, , 
2016/3/31, , 11, 16, 21, , 
2015/10/1, , 23, 15, 29, , 
2015/10/2, , 24, 15, 35, , 
2015/10/3, , 37, 17, 20, , 
2015/10/4, , 34, 12, 18, , 
2015/10/5, , 14, 20, 16, , 
2015/10/6, , 12, 22, 11, , 
2015/10/7, , 8, 18, 21, , 
2015/10/8, , 15, 16, 25, , 
2015/10/9, , 22, 13, 16, , 
2015/10/10, , 25, 13, 15, , 
2015/10/11, , 28, 6, 22, , 
2015/10/12, , 40, 15, 22, , 
2015/10/13, , 37, 13, 23, , 
2015/10/14, , 33, 4, 20, , 
2015/10/15, , 23, 2, 21, , 
2015/10/16, , 31, 9, 22, , 
2015/10/17, , 26, 9, 19, , 
2015/10/18, , 20, 2, 25, , 
2015/10/19, , 40, 5, 25, , 
2015/10/20, , 35, 14, 22, , 
2015/10/21, , 19, 15, 19, , 
2015/10/22, , 11, 25, 21, , 
2015/10/23, , 13, 11, 18, , 
2015/10/24, , 16, 15, 16, , 
2015/10/25, , 18, 6, 21, , 
2015/10/26, , 24, 11, 25, , 
2015/10/27, , 23, 18, 20, , 
2015/10/28, , 13, 13, 21, , 
2015/10/29, , 16, 7, 20, , 
2015/10/30, , 18, 6, 20, , 
2015/10/31, , 29, 4, 27, , 
2015/11/1, , 38, 2, 22, , 
2015/11/2, , 31, 10, 25, , 
2015/11/3, , 19, 18, 19, , 
2015/11/4, , 12, 10, 22, , 
2015/11/5, , 19, 12, 13, , 
2015/11/6, , 7, 11, 15, , 
2015/11/7, , 12, 14, 15, , 
2015/11/8, , 15, 22, 12, , 
2015/11/9, , 13, 18, 18, , 
2015/11/10, , 15, 11, 16, , 
2015/11/11, , 17, 10, 23, , 
2015/11/12, , 25, 22, 13, , 
2015/11/13, , 17, 23, 11, , 
2015/11/14, , 16, 22, 8, , 
2015/11/15, , 14, 21, 11, , 
2015/11/16, , 15, 20, 9, , 
2015/11/17, , 6, 22, 11, , 
2015/11/18, , 17, 20, 12, , 
2015/11/19, , 9, 19, 22, , 
2015/11/20, , 8, 20, 12, , 
2015/11/21, , 9, 17, 19, , 
2015/11/22, , 14, 11, 29, , 
2015/11/23, , 24, 12, 19, , 
2015/11/24, , 14, 12, 26, , 
2015/11/25, , 12, 7, 33, , 
2015/11/26, , 30, 2, 30, , 
2015/11/27, , 40, 20, 15, , 
2015/11/28, , 13, 26, 7, , 
2015/11/29, , 14, 26, 9, , 
2015/11/30, , 10, 25, 15, , 
2015/12/1, , 14, 23, 23, , 
2015/12/2, , 16, 9, 27, , 
2015/12/3, , 28, 17, 21, , 
2015/12/4, , 18, 13, 20, , 
2015/12/5, , 20, 13, 15, , 
2015/12/6, , 20, 2, 27, , 
2015/12/7, , 27, 8, 25, , 
2015/12/8, , 18, 15, 23, , 
2015/12/9, , 20, 10, 20, , 
2015/12/10, , 16, 9, 21, , 
2015/12/11, , 16, 16, 15, , 
2015/12/12, , 12, 16, 17, , 
2015/12/13, , 17, 7, 21, , 
2015/12/14, , 29, 4, 23, , 
2015/12/15, , 24, 11, 18, , 
2015/12/16, , 27, 5, 21, , 
2015/12/17, , 26, 10, 18, , 
2015/12/18, , 29, 3, 21, , 
2015/12/19, , 33, 16, 14, , 
2015/12/20, , 20, 22, 9, , 
2015/12/21, , 13, 23, 11, , 
2015/12/22, , 13, 19, 17, , 
2015/12/23, , 16, 16, 13, , 
2015/12/24, , 19, 19, 12, , 
2015/12/25, , 15, 13, 18, , 
2015/12/26, , 19, 10, 20, , 
2015/12/27, , 22, 3, 23, , 
2015/12/28, , 26, 18, 21, , 
2015/12/29, , 16, 8, 22, , 
2015/12/30, , 16, , , , 
2016/1/2, , 12, 20, 11, , 
2016/1/3, , 10, 20, 14, , 
2015/7/1, , 25, 39, 17, , 
2015/7/2, , 24, 57, 15, , 
2015/7/3, , 23, 62, 18, , 
2015/7/4, , 29, 29, 10, , 
2015/7/5, , 15, 41, 16, , 
2015/7/6, , 16, 27, 18, , 
2015/7/7, , 21, 22, 6, , 
2015/7/8, , 11, 30, 12, , 
2015/7/9, , 17, 42, 19, , 
2015/7/10, , 20, 42, 21, , 
2015/7/11, , 22, 25, 7, , 
2015/7/12, , 12, 22, 8, , 
2015/7/13, , 12, 20, 6, , 
2015/7/14, , 10, 34, 13, , 
2015/7/15, , 16, 43, 18, , 
2015/7/16, , 22, 31, 7, , 
2015/7/17, , 16, 44, 11, , 
2015/7/18, , 14, 25, 7, , 
2015/7/19, , 12, 17, 8, , 
2015/7/20, , 8, 21, 8, , 
2015/7/21, , 14, 31, 10, , 
2015/7/22, , 15, 35, 11, , 
2015/7/23, , 15, 33, 15, , 
2015/7/24, , 21, 31, 6, , 
2015/7/25, , 10, 27, 11, , 
2015/7/26, , 11, 26, 5, , 
2015/7/27, , 9, 27, 6, , 
2015/7/28, , 12, 26, 8, , 
2015/7/29, , 13, 26, 11, , 
2015/7/30, , 12, 32, 16, , 
2015/7/31, , 18, 42, 13, , 
2015/8/1, , 20, 52, 13, , 
2015/8/2, , 20, 54, 17, , 
2015/8/3, , 18, 31, 9, , 
2015/8/4, , 15, 39, 17, , 
2015/8/5, , 17, 35, 14, , 
2015/8/6, , 15, 37, 14, , 
2015/8/7, , 22, 34, 13, , 
2015/8/8, , 15, 36, 12, , 
2015/8/9, , 19, 26, 13, , 
2015/8/10, , 14, 23, 12, , 
2015/8/11, , 17, 53, 15, , 
2015/8/12, , 27, 42, 12, , 
2015/8/13, , 25, 28, 8, , 
2015/8/14, , 10, 28, 6, , 
2015/8/15, , 11, 30, 10, , 
2015/8/16, , 15, 29, 14, , 
2015/8/17, , 15, 30, 15, , 
2015/8/18, , 19, 38, 14, , 
2015/8/19, , 20, 19, 14, , 
2015/8/20, , 14, 34, 14, , 
2015/8/21, , 15, 44, 13, , 
2015/8/22, , 15, 34, 8, , 
2015/8/23, , 11, 24, 7, , 
2015/8/24, , 7, 22, 7, , 
2015/8/25, , 10, 28, 9, , 
2015/8/26, , 10, 19, 19, , 
2015/8/27, , 6, 20, 22, , 
2015/8/28, , 13, 26, 22, , 
2015/8/29, , 16, 37, 23, , 
2015/8/30, , 20, 27, 22, , 
2015/8/31, , 22, 26, 13, , 
2015/9/1, , 9, 26, 16, , 
2015/9/2, , 14, 27, 13, , 
2015/9/3, , 11, 25, 13, , 
2015/9/4, , 10, 23, 13, , 
2015/9/5, , 12, 23, 11, , 
2015/9/6, , 12, 20, 17, , 
2015/9/7, , 18, 17, 16, , 
2015/9/8, , 18, 30, 15, , 
2015/9/9, , 18, 31, 20, , 
2015/9/10, , 20, 29, 27, , 
2015/9/11, , 23, 19, 20, , 
2015/9/12, , 15, 14, 16, , 
2015/9/13, , 11, 25, 9, , 
2015/9/14, , 8, 26, 8, , 
2015/9/15, , 7, 21, 13, , 
2015/9/16, , 7, 25, 14, , 
2015/9/17, , 14, 21, 14, , 
2015/9/18, , 10, 23, 14, , 
2015/9/19, , 11, 28, 20, , 
2015/9/20, , 13, 30, 21, , 
2015/9/21, , 18, 24, 9, , 
2015/9/22, , 7, 21, 16, , 
2015/9/23, , 12, 17, 17, , 
2015/9/24, , 10, 13, 21, , 
2015/9/25, , 16, 23, 15, , 
2015/9/26, , 18, 28, 12, , 
2015/9/27, , 16, 22, 16, , 
2015/9/28, , 15, 24, 17, , 
2015/9/29, , 18, 20, 16, , 
2015/9/30, , 19, 22, 20, , 
2015/4/1, , 17, 23, 18, , 
2015/4/2, , 13, 8, 22, , 
2015/4/3, , 18, 17, 16, , 
2015/4/4, , 18, 28, 13, , 
2015/4/5, , 19, 29, 17, , 
2015/4/6, , 28, 28, 24, , 
2015/4/7, , 30, 31, 33, , 
2015/4/8, , 43, 25, 42, , 
2015/4/9, , 47, 35, 32, , 
2015/4/10, , 37, 29, 11, , 
2015/4/11, , 12, 31, 17, , 
2015/4/12, , 18, 19, 26, , 
2015/4/13, , 22, 28, 27, , 
2015/4/14, , 20, 27, 33, , 
2015/4/15, , 23, 25, 36, , 
2015/4/16, , 36, 18, 22, , 
2015/4/17, , 39, 34, 11, , 
2015/4/18, , 25, 36, 13, , 
2015/4/19, , 22, 37, 21, , 
2015/4/20, , 29, 33, 21, , 
2015/4/21, , 40, 30, 18, , 
2015/4/22, , 35, 31, 24, , 
2015/4/23, , 35, 25, 27, , 
2015/4/24, , 34, 30, 10, , 
2015/4/25, , 14, 21, 14, , 
2015/4/26, , 13, 21, 14, , 
2015/4/27, , 16, 24, 16, , 
2015/4/28, , 16, 28, 20, , 
2015/4/29, , 17, 17, 18, , 
2015/4/30, , 9, 19, 10, , 
2015/5/1, , 10, 15, 15, , 
2015/5/2, , 14, 24, 8, , 
2015/5/3, , 6, 23, 14, , 
2015/5/4, , 13, 38, 8, , 
2015/5/5, , 14, 95, 7, , 
2015/5/6, , 13, 53, 11, , 
2015/5/7, , 13, 24, 14, , 
2015/5/8, , 16, 32, 5, , 
2015/5/9, , 12, 55, 8, , 
2015/5/10, , 16, , 22, , 
2015/5/11, , 21, 27, 15, , 
2015/5/12, , 34, 29, 17, , 
2015/5/13, , 27, 28, 9, , 
2015/5/14, , 23, 21, 16, , 
2015/5/15, , 23, 26, 10, , 
2015/5/16, , 15, 39, 8, , 
2015/5/17, , 18, 31, 11, , 
2015/5/18, , 17, 27, 8, , 
2015/5/19, , 20, 21, 11, , 
2015/5/20, , 8, 29, 16, , 
2015/5/21, , 18, 31, 17, , 
2015/5/22, , 25, 23, 10, , 
2015/5/23, , 14, 28, 10, , 
2015/5/24, , 23, 30, 7, , 
2015/5/25, , 19, 26, 14, , 
2015/5/26, , 26, 35, 16, , 
2015/5/27, , 31, 23, 12, , 
2015/5/29, , 13, 31, 7, , 
2015/5/30, , 8, 18, 6, , 
2015/5/31, , 9, 31, 8, , 
2015/6/1, , 15, 29, 6, , 
2015/6/2, , 14, 28, 10, , 
2015/6/3, , 16, 37, 16, , 
2015/6/4, , 20, 46, 17, , 
2015/6/5, , 22, 31, 9, , 
2015/6/6, , 13, 36, 8, , 
2015/6/7, , 15, 29, 11, , 
2015/6/8, , 20, 31, 10, , 
2015/6/9, , 23, 37, 11, , 
2015/6/10, , 20, 38, 12, , 
2015/6/11, , 21, 38, 13, , 
2015/6/12, , 16, 41, 8, , 
2015/6/13, , 14, 34, 10, , 
2015/6/14, , 13, 29, 15, , 
2015/6/15, , 26, 33, 14, , 
2015/6/16, , 18, 35, 15, , 
2015/6/17, , 19, 18, 9, , 
